,Region,Sub-region,Country,ISO3 code,M49 code,RE or Non-RE,Group Technology,Technology,Sub-Technology,Producer Type,Year,Electricity Generation (GWh),Electricity Installed Capacity (MW),Heat Generation (TJ),Public Flows (2022 USD M),SDG 7a1 Intl. Public Flows (2022 USD M),SDG 7b1 RE capacity per capita (W/inhabitant)
15054,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,All types,2015,,,,4.41,,
15055,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,All types,2016,,,,249.3,,
15056,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,All types,2017,,,,373.32,,
15057,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,All types,2018,,,,76.97,,
15058,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,All types,2019,,,,96.38,,
15059,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,All types,2021,,,,0.86,,
15060,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,All types,2023,,,,12.23,,
15061,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2011,1.51,1.2,,,,
15062,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2012,8.08,6.2,,,,
15063,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2013,15.02,8.2,,,,
15064,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2014,15.75,8.2,,,,
15065,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2015,14.67,8.2,,,,
15066,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2016,14.26,8.2,,,,
15067,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2017,16.42,8.2,,,,
15068,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2018,108.13,190.63,,,,
15069,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2019,799.7,439.91,,,,
15070,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2020,1344.36,762.11,,,,
15071,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2021,2202.62,1069.34,,,,
15072,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2022,2940.29,1104.02,,,,
15073,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2023,3279.94,1396.93,,,,
15074,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2024,,1732.23,,,,
15075,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Solar energy,Solar thermal energy,Solar thermal energy,All types,2023,,,,26.51,,
15076,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2000,,,,,,0.18
15077,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2001,,,,,,0.0
15078,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2002,,,,,,0.07
15079,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2003,,,,,,0.0
15080,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2004,,,,,,0.0
15081,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2005,,,,,,0.0
15082,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2006,,,,,,0.0
15083,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2007,,,,,,0.0
15084,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2008,,,,,,0.0
15085,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2009,,,,0.02,0.02,0.02
15086,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2010,,,,0.0,,0.03
15087,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2011,,,,0.0,,0.18
15088,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2012,,,,50.46,51.64,2.61
15089,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2013,,,,39.87,40.94,3.83
15090,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2014,,,,,,4.38
15091,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2015,,,,,,4.33
15092,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2016,,,,,,4.29
15093,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2017,,,,104.45,108.13,5.14
15094,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2018,,,,104.73,108.5,16.82
15095,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2019,,,,416.57,399.35,35.79
15096,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2020,,,,2.7,2.89,58.06
15097,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2021,,,,1.77,1.89,72.66
15098,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2022,,,,10.37,10.74,72.9
15099,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2023,,,,90.85,,81.39
15100,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,Off-grid electricity,2000,17.2,6.54,,,,
15101,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,Off-grid electricity,2001,8.69,0.07,,,,
15102,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,Off-grid electricity,2002,3.73,2.77,,,,
15103,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,Off-grid electricity,2003,3.73,0.07,,,,
15104,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,Off-grid electricity,2004,0.18,0.07,,,,
15105,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,Off-grid electricity,2005,0.18,0.07,,,,
15106,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,Off-grid electricity,2006,0.18,0.07,,,,
15107,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,Off-grid electricity,2007,0.18,0.07,,,,
15108,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,Off-grid electricity,2008,0.18,0.07,,,,
15109,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,Off-grid electricity,2009,1.25,0.88,,,,
15110,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,Off-grid electricity,2010,2.32,0.88,,,,
15111,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,Off-grid electricity,2011,2.32,0.88,,,,
15112,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,Off-grid electricity,2012,2.32,0.88,,,,
15113,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,Off-grid electricity,2013,2.32,0.88,,,,
15114,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,Off-grid electricity,2014,2.33,0.89,,,,
15115,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,Off-grid electricity,2015,2.34,0.89,,,,
15116,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,Off-grid electricity,2016,2.34,0.89,,,,
15117,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,Off-grid electricity,2017,2.36,0.91,,,,
15118,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,Off-grid electricity,2018,2.38,0.91,,,,
15119,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,Off-grid electricity,2019,2.38,0.91,,,,
15120,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,Off-grid electricity,2020,2.38,0.91,,,,
15121,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,Off-grid electricity,2021,2.38,0.91,,,,
15122,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,Off-grid electricity,2022,2.38,0.91,,,,
15123,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,Off-grid electricity,2023,2.38,0.91,,,,
15124,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,Off-grid electricity,2024,,0.91,,,,
15125,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2000,35.0,,,,,
15126,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2001,40.67,,,,,
15127,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2002,69.68,,,,,
15128,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2003,74.23,,,,,
15129,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2004,72.26,,,,,
15130,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2005,75.2,,,,,
15131,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2006,69.46,,,,,
15132,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2007,61.41,,,,,
15133,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2008,41.77,,,,,
15134,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2009,35.58,,,,,
15135,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2010,23.03,0.25,,,,
15136,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2011,58.0,6.55,,,,
15137,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2012,821.0,109.15,,,,
15138,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2013,1005.0,162.15,,,,
15139,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2014,616.77,187.35,,,,
15140,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2015,593.0,187.35,,,,
15141,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2016,547.0,187.35,,,,
15142,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2017,611.68,226.65,,,,
15143,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2018,1413.0,750.25,,,,
15144,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2019,4996.87,1608.55,,,,
15145,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2020,9412.33,2623.1,,,,
15146,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2021,12939.88,3291.32,,,,
15147,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2022,14167.0,3309.32,,,,
15148,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2023,15980.67,3705.42,,,,
15149,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2024,,4319.42,,,,
16557,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Biogas,All types,2008,,,,18.45,,
16558,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Biogas,All types,2011,,,,2.87,,
16559,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Biogas,All types,2015,,,,31.62,,
16560,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Biogas,All types,2020,,,,25.49,,
16561,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Biogas,All types,2021,,,,27.46,,
16562,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Biogas,All types,2022,,,,4.24,,
16563,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Biogas,All types,2023,,,,14.8,,
16564,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Biogases from thermal processes,On-grid electricity,2003,245.45,18.81,,,,
16565,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Biogases from thermal processes,On-grid electricity,2004,375.52,24.71,,,,
16566,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Biogases from thermal processes,On-grid electricity,2005,530.98,26.71,,,,
16567,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Biogases from thermal processes,On-grid electricity,2006,218.21,26.71,,,,
16568,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Biogases from thermal processes,On-grid electricity,2007,338.57,28.71,,,,
16569,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Biogases from thermal processes,On-grid electricity,2008,167.71,28.71,,,,
16570,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Biogases from thermal processes,On-grid electricity,2009,432.76,106.87,,,,
16571,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Biogases from thermal processes,On-grid electricity,2010,208.28,115.67,,,,
16572,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Biogases from thermal processes,On-grid electricity,2011,340.65,115.67,,,,
16573,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Biogases from thermal processes,On-grid electricity,2012,332.38,115.67,,,,
16574,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Biogases from thermal processes,On-grid electricity,2013,398.47,115.67,,,,
16575,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Biogases from thermal processes,On-grid electricity,2014,682.59,120.67,,,,
16576,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Biogases from thermal processes,On-grid electricity,2015,859.05,123.07,,,,
16577,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Biogases from thermal processes,On-grid electricity,2016,759.02,129.27,,,,
16578,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Biogases from thermal processes,On-grid electricity,2017,726.88,129.27,,,,
16579,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Biogases from thermal processes,On-grid electricity,2018,774.98,129.54,,,,
16580,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Biogases from thermal processes,On-grid electricity,2019,769.89,130.54,,,,
16581,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Biogases from thermal processes,On-grid electricity,2020,722.81,133.04,,,,
16582,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Biogases from thermal processes,On-grid electricity,2021,856.49,133.04,,,,
16583,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Biogases from thermal processes,On-grid electricity,2022,686.64,138.76,,,,
16584,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Biogases from thermal processes,On-grid electricity,2023,814.07,138.83,,,,
16585,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Biogases from thermal processes,On-grid electricity,2024,,138.83,,,,
16586,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2002,80.11,2.63,,,,
16587,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2003,120.86,6.63,,,,
16588,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2004,114.44,6.63,,,,
16589,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2005,136.95,6.63,,,,
16590,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2006,54.17,6.63,,,,
16591,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2007,81.02,6.63,,,,
16592,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2008,110.7,31.27,,,,
16593,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2009,207.3,33.67,,,,
16594,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2010,81.5,53.4,,,,
16595,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2011,159.48,54.9,,,,
16596,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2012,157.76,54.9,,,,
16597,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2013,199.72,61.04,,,,
16598,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2014,382.46,71.37,,,,
16599,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2015,548.04,84.12,,,,
16600,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2016,645.65,130.53,,,,
16601,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2017,754.01,137.66,,,,
16602,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2018,841.96,143.52,,,,
16603,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2019,1026.97,203.41,,,,
16604,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2020,1147.59,215.08,,,,
16605,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2021,1451.92,235.98,,,,
16606,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2022,1214.31,244.69,,,,
16607,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2023,1453.21,250.85,,,,
16608,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2024,,252.42,,,,
16609,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2000,2.87,0.04,,,,
16610,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2001,3.36,0.04,,,,
16611,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2002,2.56,0.04,,,,
16612,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2003,1.1,0.04,,,,
16613,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2004,0.72,0.04,,,,
16614,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2005,0.87,0.04,,,,
16615,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2006,0.34,0.04,,,,
16616,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2007,0.51,0.04,,,,
16617,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2008,1.12,0.34,,,,
16618,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2009,3.54,0.77,,,,
16619,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2010,1.54,0.88,,,,
16620,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2011,5.14,2.61,,,,
16621,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2012,22.03,12.72,,,,
16622,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2013,44.03,12.84,,,,
16623,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2014,74.78,13.05,,,,
16624,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2015,93.61,13.51,,,,
16625,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2016,87.7,15.65,,,,
16626,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2017,113.66,24.78,,,,
16627,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2018,175.59,33.86,,,,
