,Region,Sub-region,Country,ISO3 code,M49 code,RE or Non-RE,Group Technology,Technology,Sub-Technology,Producer Type,Year,Electricity Generation (GWh),Electricity Installed Capacity (MW),Heat Generation (TJ),Public Flows (2022 USD M),SDG 7a1 Intl. Public Flows (2022 USD M),SDG 7b1 RE capacity per capita (W/inhabitant)
24590,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2010,77.48,23.0,,,,
24591,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2011,191.07,50.0,,,,
24592,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2012,250.53,87.5,,,,
24593,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2013,316.48,110.5,,,,
24594,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2014,273.96,110.5,,,,
24595,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2015,202.56,148.0,,,,
24596,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2016,190.09,112.5,,,,
24597,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2017,177.6,112.5,,,,
24598,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2018,207.38,112.5,,,,
24599,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2019,235.03,134.21,,,,
24600,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2020,302.1,134.21,,,,
24601,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2021,322.37,111.21,,,,
24602,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2022,289.03,119.71,,,,
24603,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2023,272.03,119.21,,,,
24604,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2024,,119.21,,,,
24605,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2000,,,,,,1.32
24606,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2001,,,,,,1.3
24607,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2002,,,,0.24,0.22,1.28
24608,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2003,,,,,,1.57
24609,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2004,,,,,,1.56
24610,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2005,,,,,,1.54
24611,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2006,,,,,,1.53
24612,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2007,,,,0.01,0.01,1.07
24613,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2008,,,,,,1.4
24614,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2009,,,,0.02,0.02,2.6
24615,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2010,,,,0.53,0.55,2.24
24616,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2011,,,,,,3.31
24617,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2012,,,,0.0,,4.44
24618,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2013,,,,,,5.16
24619,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2014,,,,0.04,0.04,5.12
24620,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2015,,,,0.19,0.21,6.46
24621,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2016,,,,1.47,1.57,6.03
24622,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2017,,,,0.01,0.01,6.26
24623,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2018,,,,,,6.16
24624,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2019,,,,,,6.73
24625,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2020,,,,,,6.65
24626,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2021,,,,,,5.64
24627,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2022,,,,,,6.05
24628,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2023,,,,,,5.99
24629,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2000,,,,,,0.0
24630,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2001,,,,,,0.0
24631,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2002,,,,,,0.0
24632,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2003,,,,,,0.0
24633,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2004,,,,,,0.0
24634,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2005,,,,,,0.0
24635,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2006,,,,,,0.0
24636,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2007,,,,,,0.0
24637,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2008,,,,,,0.0
24638,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2009,,,,,,0.0
24639,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2010,,,,,,0.0
24640,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2011,,,,,,0.0
24641,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2012,,,,,,0.0
24642,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2013,,,,,,0.0
24643,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2014,,,,,,0.0
24644,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2015,,,,,,0.0
24645,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2016,,,,,,0.0
24646,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2017,,,,,,0.0
24647,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2018,,,,,,0.0
24648,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2019,,,,,,0.0
24649,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2020,,,,,,0.0
24650,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2021,,,,,,0.0
24651,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2022,,,,,,0.0
24652,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2023,,,,,,0.0
24653,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2000,,,,,,107.41
24654,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2001,,,,,,110.01
24655,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2002,,,,93.61,100.55,109.81
24656,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2003,,,,0.29,0.31,109.94
24657,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2004,,,,0.11,0.12,109.71
24658,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2005,,,,0.21,0.2,114.12
24659,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2006,,,,0.16,0.18,113.54
24660,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2007,,,,,,113.34
24661,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2008,,,,0.02,0.02,112.89
24662,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2009,,,,1.11,1.17,113.42
24663,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2010,,,,88.63,90.95,117.73
24664,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2011,,,,30.08,30.87,117.61
24665,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2012,,,,,,117.72
24666,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2013,,,,,,118.84
24667,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2014,,,,104.29,65.31,121.22
24668,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2015,,,,66.3,68.64,135.91
24669,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2016,,,,,,167.77
24670,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2017,,,,79.76,82.34,163.21
24671,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2018,,,,,,163.96
24672,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2019,,,,0.99,1.05,166.0
24673,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2020,,,,0.51,0.55,164.62
24674,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2021,,,,0.49,0.52,165.98
24675,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2022,,,,1.23,1.32,164.41
24676,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2023,,,,0.01,,162.61
24677,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2000,567.4,147.0,,,,
24678,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2001,546.3,145.8,,,,
24679,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2002,510.2,138.4,,,,
24680,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2003,511.0,144.5,,,,
24681,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2004,537.4,146.7,,,,
24682,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2005,566.7,149.7,,,,
24683,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2006,571.4,148.6,,,,
24684,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2007,606.8,147.9,,,,
24685,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2008,655.7,148.8,,,,
24686,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2009,627.3,142.0,,,,
24687,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2010,525.67,119.31,,,,
24688,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2011,563.9,119.65,,,,
24689,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2012,556.81,132.14,,,,
24690,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2013,641.06,127.92,,,,
24691,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2014,643.76,131.66,,,,
24692,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2015,652.21,134.23,,,,
